Year (2020-2099),month,"Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Precipitation 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1"
2074,JUN,28.21,28.12,26.55,26.4,34.53,34.57,33.18,32.33,14.35,6.86,3.65,18.45
2074,JUL,33.37,31.43,31.64,29.9,40.38,38.39,38.52,36.4,0.88,1.5,0.9,2.03
2074,AUG,31.96,30.21,31.3,29.61,38.48,36.78,37.86,36.03,2.19,2.46,2.23,1.68
2074,SEP,27.73,28.09,27.75,26.65,33.89,34.15,33.85,32.59,7.26,6.9,4.84,4.28
2074,OCT,25.11,24.2,21.52,23.66,30.56,28.91,26.5,29.09,12.5,81,45.56,29.95
2074,NOV,17.97,16.75,16.6,14.22,23.23,21.39,22.31,18.75,28.1,34.55,8.28,44.58
2074,DEC,13.38,13.63,15.41,13.03,18.25,19.02,20.88,18.41,49.75,22.1,36.87,22.7
2075,JAN,16.41,14.84,12.43,11.08,22.35,20.98,17.92,16.53,6,6.94,10.96,21.15
2075,FEB,15.26,14.47,13.19,11.32,21.16,20.02,18.36,16.68,8.96,36.45,35.98,26.71
2075,MAR,18.32,14.51,17.7,16.11,23.69,19.75,22.59,21.8,35.72,35.02,84.94,37.58
2075,APR,19.86,19.68,21.01,19.87,25.57,25.58,26.94,26.39,24.5,24.01,24.28,4.73
2075,MAY,22.03,22.96,20.59,20.28,27.65,28.82,25.78,26.11,23.09,38.11,67.07,13.81
2075,JUN,29.13,26.02,25.15,25.1,35.87,32.12,31.42,31.87,3.88,5.27,6.45,3.43
2075,JUL,33.2,31.33,31.83,30.75,39.79,38.36,38.74,37.76,3.3,1.09,1.09,1.19
2075,AUG,33.17,32.44,31.59,29.57,39.57,39.43,38.28,36.68,4,1.31,2.34,0.78
2075,SEP,30.21,28.44,27.44,25.75,36.56,34.31,33.03,32.09,3.14,30.15,17.05,2.55
2075,OCT,26.07,25.72,23.34,22.99,31.87,31.35,28.28,28.44,13.89,10.39,44.02,27.58
2075,NOV,17.88,17.24,16.53,17.35,22.63,22.64,21.11,22.63,62.03,5.41,42.42,31.73
2075,DEC,15.06,13.16,13.76,13.85,20.43,17.55,19.04,19.35,15.03,79.98,27.7,11.6
2076,JAN,11.6,15.65,13.14,12.01,16.28,20.54,18.45,17.79,58.9,73.74,52.51,19.25
2076,FEB,15.25,18.01,15.2,14.56,20.66,23.88,21.09,20.5,19.14,8.3,17.4,8.43
2076,MAR,18.85,20.49,17.62,16.65,24.35,26.55,22.73,22.71,62.67,1.53,55.89,12.98
2076,APR,19.14,22.38,21.11,18.15,24.63,28.41,27.27,24.02,40.16,18.64,13.12,22.32
2076,MAY,25.97,23.4,21.92,22.56,31.61,29.5,27.85,28.76,39.1,14.31,22.13,10.98
2076,JUN,28.14,25.87,27.76,26.51,34.6,32.12,34.08,33.01,1.51,4.42,14.74,5.59
2076,JUL,32.36,29.82,31.83,29.78,39.4,36.42,38.48,36.37,0.75,1.15,3.12,2.54
2076,AUG,32.99,31.96,30.83,29.5,39.52,38.69,37.38,36.03,4.35,1.65,4.17,3.36
2076,SEP,29.68,28.44,26.96,26.3,35.83,34.46,33.01,32.69,6.29,18.6,10.26,10.2
2076,OCT,23.19,23.92,24.72,24.67,28.51,29.59,30.67,30.21,50.7,17.2,7.3,26.15
2076,NOV,18.05,18.43,18.23,18.18,23.06,23.67,23.28,24.15,23.6,22.99,81.05,3.73
2076,DEC,15.99,12.99,13.31,13.68,21.96,18.28,17.9,19.72,3.01,21.15,52.78,14.49
2077,JAN,13.55,12.95,11.8,12.26,19.26,17.84,16.86,18.06,27.16,37.47,15.01,16.56
2077,FEB,15.62,14.56,15,14.79,21.42,19.8,19.88,20.64,14.54,21.48,25.75,30.37
2077,MAR,21.95,13.61,16.4,14.1,28.21,18.4,21.65,18.53,7.75,57.01,53.11,99.29
2077,APR,21.8,19.46,21.21,18.76,27.86,25.68,27.04,24.6,9.2,8.17,14.96,25.91
2077,MAY,26.25,23.14,23.21,23.25,32.96,29.03,29.51,29.02,8.11,15.46,5.8,23.77
2077,JUN,27.51,25.71,25.1,22.65,33.87,32.17,31.03,28.11,6.27,1.5,10.39,19.72
2077,JUL,32.68,31.52,32.04,28.37,39.46,38.55,38.65,34.97,2.43,1.25,3.98,2.24
2077,AUG,32.4,33.11,30.44,29.42,39.05,39.97,37.03,36.07,1.77,2.48,2,2.52
2077,SEP,27.96,28.61,27.28,25.21,33.49,34.58,33.3,31.18,11.65,13.02,11.11,4.3
2077,OCT,25.92,23.48,23.26,22.33,31.64,28.95,28.34,28.4,23.98,14.82,34.62,4.56
2077,NOV,20.16,17.22,19.48,17.47,25.65,22.25,25.06,23.67,19.16,32.99,17.11,0.67
2077,DEC,13.68,13.85,13.33,11.41,18.95,18.5,18.39,16.77,20.87,19.37,17.91,29.8
2078,JAN,15.05,15.2,11.61,11.59,20.87,20.3,16.86,17.3,9.12,54.14,25.91,25.71
2078,FEB,16.29,13.77,14.06,14.27,22.09,19.04,19.01,19.29,10.65,14.37,47.09,47.32
2078,MAR,17.14,18.63,17.82,18.26,22.77,24.14,23.64,24.17,35.21,0,15.17,26.41
2078,APR,22.05,19.86,17.49,18.8,28.43,26.21,23.05,24.63,10.27,0,38.18,36.7
2078,MAY,24.06,23.48,20.62,23.68,30.02,29.42,26.14,29.98,12,0,37.96,16.26
2078,JUN,27.2,27.33,27.34,25.64,32.95,33.55,34.14,32.04,6.57,0,3.38,7.63
2078,JUL,32.6,32.7,30.21,29.03,39.21,39.71,37.28,35.86,1.66,0,0.93,1.3
2078,AUG,33.28,31.36,30.55,29.82,40.45,38.38,37.2,36.31,0.78,0,1.46,3.11
2078,SEP,30.48,28.76,27.46,25.5,36.71,35.09,33.51,31.4,3.65,0,7.31,9.77
2078,OCT,25.37,24.6,21.73,22.3,30.89,29.93,26.98,27.91,11.3,0,30.78,17.15
2078,NOV,19.78,17.73,18.36,16.67,25.16,22,22.87,22.04,14.05,0,45.46,17.83
2078,DEC,15.93,16.4,13.01,12.17,21.08,22.45,17.79,16.65,37.95,0,42.03,67.24
2079,JAN,14.53,14.05,14.12,12.43,20.19,19.65,19.89,17.93,11.36,14.41,8.23,10.68
2079,FEB,15.11,15.7,16.21,13.39,20.9,20.7,20.78,18.41,10.91,82.29,115.56,47.08
2079,MAR,21.85,17.93,17.91,15.74,28.41,23.76,23.2,21.45,3.94,21.61,28.71,26.13
2079,APR,19.71,19.44,19.04,18.84,25.61,25.55,25.15,24.61,17.51,27.13,15.8,22.12
2079,MAY,23.96,24.58,21.14,23.04,30.22,31.17,27.03,29.14,7.74,5.93,14.36,22.44
2079,JUN,27.91,30.34,25.37,25.18,34.29,36.8,31.47,31.28,2.66,8.14,11.41,13.1
2079,JUL,32.07,30.29,29.49,29.84,39.11,36.92,35.86,36.28,1.05,1.1,6.79,1.84
2079,AUG,32.94,31.29,30.4,29.59,39.85,38.29,37.37,36.15,1.77,0.85,0.2,1.67
2079,SEP,30.96,28.81,26.47,27.04,36.94,35.09,32.85,32.98,14.94,4.12,3.6,11.17
2079,OCT,25.51,23.09,23.78,24.57,31.07,28.35,29.76,29.76,27.98,27.14,16.9,47.05
2079,NOV,20.06,18.15,19.28,16.1,25.47,23.33,24.99,21.04,16.01,32.05,16.11,34.86
2079,DEC,15.42,15.06,14.6,12.34,21.06,20.21,20.42,17.93,8.89,38.8,4.21,1.98
2080,JAN,15.24,14.73,11.03,11.47,20.97,20.67,16.2,17.21,12.67,5.65,12,6.72
2080,FEB,18.02,16.51,14.69,15.69,23.66,20.7,20.07,22.38,27.32,139.94,20.26,1.53
2080,MAR,19.87,16.58,17,15.65,25.4,21.67,22.68,21.62,32.4,80.85,46.19,24.1
2080,APR,23.13,19.32,20.71,21.56,29.11,24.74,26.79,28.37,13.54,39.61,25.79,3.18
2080,MAY,23.49,23.37,23.63,24.09,29.28,29.02,29.86,30.57,30.19,25.69,25.74,9.98
2080,JUN,30.14,27.7,25.87,24.1,36.4,33.57,31.99,30.11,10.27,5.36,11.82,13.97
2080,JUL,34.08,31.23,30.92,29.93,41.28,37.84,37.47,36.65,0.62,1.41,3.53,2.7
2080,AUG,32.94,32.03,31.21,30.94,39.61,38.79,37.74,37.58,2.72,1.54,2.56,1.77
2080,SEP,29.3,28.4,27.49,27.08,35.24,34.73,33.54,32.96,5.16,7.61,6.6,5.3
2080,OCT,25.1,22.64,24.21,23.67,30.7,27.79,30.24,29.66,11.54,30.77,18.09,7.67
2080,NOV,18.3,16.51,19.33,17.84,23.22,21.02,24.87,23.88,63.98,44.15,19.32,7.39
2080,DEC,17.74,13.88,15.47,13.2,23.16,18.87,20.61,18.84,12.17,39.42,47.35,11.67
2081,JAN,12.65,14.8,15.18,12.61,17.97,20.14,20.2,18.6,11.78,56.38,68.23,8.37
2081,FEB,14.46,15.49,15.45,13.3,19.83,20.51,19.57,18.7,11.66,69.19,157.51,28.4
2081,MAR,19.75,16.21,14.39,15.18,25.25,21.97,18.7,20.86,24.25,8.11,160.98,22.3
2081,APR,22.87,20.38,20.84,18.84,29.37,26.44,26.8,24.62,3.06,16.22,22.57,31.77
2081,MAY,26.44,25.31,21.36,21.39,32.95,31.83,26.37,26.87,2.53,6.21,68.95,31.11
2081,JUN,27.26,27.49,24.69,25.15,33.52,33.87,29.95,31.55,6.45,6.47,32.37,4.83
2081,JUL,31.31,32.73,30.38,30.46,38.51,39.6,36.67,37.44,0.21,2.31,1.93,1.04
2081,AUG,32.89,30.02,30.87,29.29,39.75,36.63,37.31,36.04,1.3,0.98,1.47,1.38
2081,SEP,29.89,29.26,27.87,25.46,35.86,35.59,33.91,31.4,9.38,7.05,3.66,14.95
2081,OCT,26.85,23.49,24.08,21.99,32.94,28.96,29.54,26.56,1.92,9.16,18.74,79.21
2081,NOV,19.87,18.13,17.04,16.11,25.15,23.84,22.76,21.31,39.58,6.09,7.66,26.73
2081,DEC,16.27,15.28,14.8,12.85,21.27,21.16,20.14,17.98,22.82,20.63,23.13,34.8
2082,JAN,12.8,15.58,12.82,12.96,17.19,21.31,17.94,17.76,65.38,22.1,24.68,27.33
2082,FEB,14.92,16.8,13.49,15.78,20.39,21.63,18.83,20.29,16.69,72.31,22.41,89.67
2082,MAR,16.21,16.98,15.26,13.84,21.44,22.01,20.8,17.99,37.82,47.68,39.62,170.45
2082,APR,22.34,20.26,19.06,19.2,28.53,25.91,24.4,24.4,26.36,37.83,30.07,62.65
2082,MAY,26.99,24.5,20.97,20.82,33.14,30.4,26.73,26.26,9.74,14.97,30.12,36.6
2082,JUN,28.91,26.43,26.5,26.09,35.06,32.25,32.69,32.25,10.4,16.65,4.69,8.89
2082,JUL,32.22,31.7,31.11,29.78,38.83,38.34,38.02,36.52,2.34,1.27,1.8,2.72
2082,AUG,33.19,32.43,31.33,29.92,40,39.17,38.03,36.88,1.42,1.98,1.6,0.74
2082,SEP,29.3,28.47,28.04,26.83,35.07,34.3,34.01,33.26,15.77,31.43,5.35,3.41
2082,OCT,25.86,24.18,23.11,23.66,31.62,29.3,28.41,29.62,11.06,58.99,26.74,9.98
2082,NOV,20.59,14.93,18.88,17.1,25.8,19.19,24.89,22.22,28.53,73.49,4.52,27.93
2082,DEC,15.81,13.37,13.81,13.16,20.34,18.25,19.44,18.23,44.31,22.97,2.36,24.45
2083,JAN,13.21,14.08,12.25,13.76,18.44,19.19,18.14,18.7,16.66,40.08,5.81,64.27
2083,FEB,15.93,15.68,15.3,12.16,20.96,20.65,21.36,16.89,36.88,67.93,14.32,25.58
2083,MAR,16.82,17.26,19.74,16.69,22.69,23.02,25.66,22.49,23.57,8.47,20.96,21.24
2083,APR,19.17,23.44,19.47,20.6,25.12,30.04,25.2,26.98,14.76,7.46,30.12,16.43
2083,MAY,25.54,25.25,21.1,19.11,31.7,31.15,26.96,24.2,4.55,20.72,22.57,45.35
2083,JUN,28.31,25.24,25.17,26.71,34.58,31,30.59,33.2,8.6,15.71,40.25,3.63
2083,JUL,31.79,30.45,28.31,29.7,38.83,37.16,34.81,36.32,0.44,1.49,0.62,3
2083,AUG,31.92,30.79,31.1,30.49,38.79,37.35,37.89,37.05,1.21,1,4.65,2.97
2083,SEP,29.53,28.88,27.55,26.04,35.56,34.97,33.16,31.82,14.11,7.19,17.43,8.99
2083,OCT,24.74,24.56,23.8,22.13,30.12,30.07,29.36,27.83,25.56,7.16,10.15,10.89
2083,NOV,20.83,17.43,16.13,15.85,26.69,22.78,20.87,20.63,3.33,59.84,46.89,64.65
2083,DEC,16.9,13.36,13.6,12.47,22.77,18.74,18.53,17.43,7.46,7.03,28.4,17.42
2084,JAN,13.64,14.33,11.95,11.78,18.82,18.98,17.14,17.9,22.7,57.44,45.16,3
2084,FEB,15.61,17.37,16.31,13.91,21.39,22.61,21.72,19.97,15.94,42.07,35.04,8.89
2084,MAR,17.6,17.83,16.81,18.14,23.43,23.1,22.28,24.58,11.58,46.03,48.35,7.92
2084,APR,23.26,23.99,20.41,17.05,29.88,30.16,26.31,22.42,3.01,7.12,25.06,50.29
2084,MAY,25.93,23.93,22.95,22.53,32.13,29.84,29.05,27.97,24.33,26.59,13.15,47.77
2084,JUN,26.08,28.19,28.4,26.29,32.05,34.29,34.82,32.38,7.93,2.13,3.93,9.11
2084,JUL,32.84,32.78,31.87,31.15,39.79,39.49,38.65,38.27,0.61,1.38,1.57,0.81
2084,AUG,33.6,32.58,30.76,30.11,40.41,39.38,37.22,36.86,2.65,1.62,2.31,2.36
2084,SEP,30.22,29.47,27.94,25.96,36.3,35.21,33.92,31.87,12.44,15.3,7.69,11.13
2084,OCT,25.09,25.43,22.24,24.33,30.22,30.31,27.29,29.66,31.11,109.07,24.45,12.02
2084,NOV,18.81,18.51,18.76,14.91,24.08,23.04,24.72,19.6,16.21,23.74,6.2,64.08
2084,DEC,16.35,16.43,12.84,13.8,21.85,22.23,17.5,17.83,29.16,5.24,61.25,132.21
2085,JAN,14.58,13.57,12.28,13.01,20.06,19,17.77,18.32,25.17,48.65,4.48,18.65
2085,FEB,16.6,15.68,17.29,11.83,22.24,21.51,23.18,16.94,21.6,18.87,14.65,24.68
2085,MAR,17.85,19.29,18.57,12.82,23.69,24.9,23.54,17.69,31.47,40.58,84.57,56.18
2085,APR,20.14,20.18,19.28,19.37,26.02,25.92,24.38,25.74,29.02,33,66.88,14.21
2085,MAY,26,22.42,22.23,19.13,32.58,28.37,28.29,24.58,2.05,14.75,14.06,44.52
2085,JUN,30.01,27.74,28.05,24,36.77,34.3,34.11,30.38,4.46,3.86,22.87,5.85
2085,JUL,34.14,31.46,31.66,29.75,41.19,38.45,38.25,36.78,0.84,0.85,1.8,0.53
2085,AUG,33.35,31.31,32.38,29.39,40.24,37.83,38.48,35.83,1.45,1.39,5.12,2.58
2085,SEP,29.48,28.85,27.81,26.49,35.94,34.56,33.18,32.57,1.18,21.04,24.83,7.18
2085,OCT,26.29,26.01,23.52,22.3,32.21,31.48,28.15,27.91,4.59,25.89,65.27,28.82
2085,NOV,19.68,17.73,20.41,18.19,25.05,22.92,26.11,23.77,14.08,16.59,11.53,34.93
2085,DEC,16.54,15.41,14.39,13.05,22.03,20.82,18.85,18.45,29.04,14.82,64.09,30.66
2086,JAN,15.67,13.91,12.18,14.2,20.41,19.58,17.31,19.25,72.27,8.97,17.52,47.37
2086,FEB,19.29,17.52,13.81,15.55,25.39,23.28,18.62,21.04,20.85,25.81,53.85,25.99
2086,MAR,21.01,17.5,18.82,16.19,27.33,23.28,24.35,21.63,2.43,19.42,25.44,49.17
2086,APR,23.3,18.03,19.26,19.74,29.44,23.62,25,26.09,13.31,25.47,32.59,16.85
2086,MAY,24.61,23.75,22.91,24.78,30.57,29.67,28.98,30.75,10.32,41.11,15.97,26.51
2086,JUN,29.84,27.54,27.53,26.85,36.34,33.15,33.64,33.27,4.7,17.08,7.47,6.6
2086,JUL,32.45,31.69,29.58,29.5,39.15,38.37,36.33,36.74,2.95,3.49,1.61,0.68
2086,AUG,34.82,32.45,31.13,29.52,41.6,39.12,37.61,36.15,6.5,1.96,1.83,1.9
2086,SEP,31.29,29.04,28.28,26.46,37.43,34.84,34.35,32.66,14.09,35.15,11,6.72
2086,OCT,24.73,25.51,23.67,22.47,30.15,30.44,28.59,28.08,23.53,31.49,53.86,19.43
2086,NOV,19.88,19.21,17.48,16.92,25.28,23.75,22.07,21.93,14.82,46.33,60.08,50.32
2086,DEC,15.04,14.22,16.71,15.22,20.75,19.07,21.68,20.38,2.46,23.77,47.53,34.58
2087,JAN,14.95,14.33,14,13.1,20.87,19.34,19.3,18.51,1.3,57.9,24.48,18.75
2087,FEB,16.01,17.94,12.91,14.96,21.82,23.25,17.9,20.84,10.77,28.35,26.21,12.79
2087,MAR,19.75,18.08,16.35,17.29,25.88,23.13,22.46,22.56,13.6,80.02,11.68,42.81
2087,APR,22,20.29,21.03,18.99,27.86,25.94,26.95,24.87,23.16,28.16,15.04,28.98
2087,MAY,27.15,23.85,22.12,21.13,33.81,29.79,27.6,26.77,4.13,15.09,40.83,31.34
2087,JUN,31.35,26.09,28.08,25.76,37.81,31.95,33.99,32.14,9.29,6.46,18.7,2.33
2087,JUL,32.56,30.69,31.01,30.07,39.26,37.21,37.62,36.75,1.71,2.63,2.28,2.28
2087,AUG,34.65,33.14,31.76,30.58,41.33,39.81,38.18,37.06,2.4,2.07,2.69,4.19
2087,SEP,31.2,29.93,27.76,26.29,37.27,36.17,33.87,31.93,10.57,4.6,5.47,17.06
2087,OCT,27.66,26.23,24.5,22.88,33.67,31.97,30.65,28.27,3.85,3.28,1.47,30.95
2087,NOV,21.11,20.06,17.78,17.53,26.57,25.62,23.02,22.87,29.12,6.81,10.45,18.82
2087,DEC,16.85,14.05,14.19,14.31,22.23,18.86,19.76,20.19,21.63,41.45,10.24,2.66
2088,JAN,15.4,13.37,14.53,12.17,21.37,17.97,20.77,18.3,9.57,58,24.99,10.09
2088,FEB,17.22,15.66,16.16,14.21,22.6,21.58,21.52,19.84,8.6,10.88,45.62,17.76
2088,MAR,18.64,17.44,19.02,18.3,24.31,23.32,24.8,24.19,26.37,21.78,39.82,33.5
2088,APR,25.07,19.3,21.74,18.84,31.62,25.1,27.58,24.64,8.89,18.46,28.23,20.26
2088,MAY,27,23.97,26.05,18.87,33.15,30.19,32.4,24.17,22.07,14.09,18.92,47.13
2088,JUN,26.75,27.08,28.74,28.36,32.64,33.25,34.87,35.2,11.26,4.99,9.35,4.86
2088,JUL,34.15,31.72,31.88,30.74,41.23,38.36,38.86,37.54,1.01,1.58,1.48,1.65
2088,AUG,33.43,32.75,31.6,30.6,40.34,39.31,38.43,37.03,1.15,3.69,1.12,2.76
2088,SEP,30.48,27.5,29.37,26.2,36.64,33.24,35.2,31.99,6.05,8.86,10.59,14.07
2088,OCT,27.14,25.01,23.75,21.22,33.12,30.29,29.02,26.4,3.47,39.23,19.73,42.66
2088,NOV,21.32,18.47,20.04,16.32,26.93,23.22,25.32,21.45,16.17,31.17,9.83,29.04
2088,DEC,15.23,14.82,14.47,12.25,20.04,19.28,19.38,17.36,41.05,56.24,70.86,7.9
2089,JAN,13.89,13.99,13.91,10.49,18.65,18.84,18.5,15.93,21.96,25.77,77.91,14.47
2089,FEB,16.38,14.57,13.69,12.2,22.12,20.11,18.19,17.52,4.08,16.45,60.76,38.43
2089,MAR,18,20.68,16.69,14.85,23.54,26.66,21.43,20.62,40.4,20.97,71.57,46.39
2089,APR,21.89,19.97,20.93,15.79,28.5,25.59,26.8,21.1,2.52,23.81,22.6,55.03
2089,MAY,27.28,27.74,25.75,20.86,33.67,34.26,32.02,26.86,13.88,5.29,10.52,21.77
2089,JUN,28.89,26.66,26.13,25.98,35.6,32.47,31.55,32.42,1.03,6.97,26.64,10.88
2089,JUL,31.87,32.94,31.68,29.65,39.31,40.09,38.24,36.28,0.11,0.83,1.91,2.69
2089,AUG,31.89,32.28,31.3,29.54,38.77,39.09,38.02,36.43,0.87,1.42,0.96,1.22
2089,SEP,29.99,29.99,29.23,26.73,36.59,36.16,35.03,33.15,1.73,6.86,8.28,1.63
2089,OCT,27.44,24.81,25.73,23.44,33.65,30.75,31.37,29.09,2.04,7.54,23.22,19.21
2089,NOV,21.93,20.02,18.14,19.08,27.4,25.18,23.1,24.77,20.63,38.54,57.75,22.38
2089,DEC,15.87,13.95,14.69,13.43,21.01,18.37,18.88,18.97,21.03,47.82,77.85,14.25
2090,JAN,15.82,12.27,13.3,11.93,22.23,17.37,18.82,17.69,6.21,17.97,18.25,6.28
2090,FEB,18.37,12.99,15.77,13.79,23.83,18.32,20.78,19.83,23.75,9.24,31.21,4.25
2090,MAR,20.05,17.64,16.95,17.01,26.08,23.89,22.32,22.95,6.41,9.23,28.98,17.52
2090,APR,21.57,22.39,20.47,18.31,27.2,28.25,26.65,24.11,26.24,26.86,12.94,38.89
2090,MAY,25,24.48,21.29,21.72,30.99,30.68,26.69,27.11,14.23,9.48,38.91,60.31
2090,JUN,28.93,27.9,26.37,24.27,35.27,34.48,32.31,30.43,4.35,4.91,7.54,3.48
2090,JUL,35.06,32.51,29.59,30.25,42.1,39.61,35.98,36.9,1.12,1.96,2.61,1.34
2090,AUG,33.86,31.99,30.76,30.24,40.69,38.84,37.2,37.03,3.34,0.96,2.22,1.41
2090,SEP,30.16,28.71,28.3,26.3,36.02,35.26,34.36,32.45,14.81,1.62,7.92,5.72
2090,OCT,26.81,25.38,23.98,23.87,32.53,31.67,29.86,30.32,13.11,1.51,9.23,1.41
2090,NOV,20.62,20.16,16.45,16.45,26.05,25.79,21.22,21.8,16.62,31.77,42.86,25.52
2090,DEC,15.21,15.66,14.51,14.02,20.51,21.42,19.57,19.16,20.94,5.42,28.13,35.54
2091,JAN,13.47,16.71,12.82,12.71,19.43,22.09,18.18,17.93,3.7,26.34,11.74,30.16
2091,FEB,16.1,16.21,15.37,14.63,21.88,22.09,20.56,20.68,8.53,8.78,41.87,6.78
2091,MAR,20.37,19.85,17.4,16.46,26.29,25.67,22.15,22.37,28.85,21.82,65.35,16.38
2091,APR,23.51,19.5,18.12,18.48,29.99,25.63,23.24,24.26,4.01,14.09,66.4,44.46
2091,MAY,26.38,23.77,20.5,22.47,32.58,29.96,26.15,28.42,13.72,10.82,21.17,25.35
2091,JUN,30.05,27.49,27.2,26.78,36.67,33.53,33.69,33.3,3.56,10.91,5.71,5.12
2091,JUL,33.31,33.32,31.12,30.13,40.32,40.22,37.54,36.77,1.25,2.02,2.85,2.42
2091,AUG,33.48,32.63,31.62,30.37,40.53,39.46,38.4,37.16,1.23,1.48,1.54,1.57
2091,SEP,31.52,29.06,28.57,27.16,37.89,34.89,34.43,32.57,3.82,20.94,19.27,17.23
2091,OCT,25.51,26.61,25.83,22.81,31.43,32.53,31.3,27.96,9.66,4.53,25.14,48.52
2091,NOV,21.69,21.13,19.05,16.99,27.38,26.77,23.96,21.64,11.44,3.23,41.21,54.53
2091,DEC,16.36,15.57,14.47,13.27,22.09,21.22,19.14,17.76,17.42,12.33,54.74,57.48
2092,JAN,15.51,15.62,13.25,13.16,21.35,21.09,18.95,18.95,12.02,32.37,21.15,10
2092,FEB,18.61,16.5,16.61,12.56,24.42,22.36,22.04,17.64,30.77,16.44,26.29,26.99
2092,MAR,20.6,18.26,18.15,15.06,26.66,24.3,23.75,20.95,33.02,6.63,46.05,19.22
2092,APR,21.34,22.38,20.17,17.44,27.52,28.44,25.81,22.89,19.73,27.06,18.74,57.06
2092,MAY,25.93,27.36,22.55,23.77,32.11,33.62,28.14,29.54,6.68,8.65,47.25,33.95
2092,JUN,32.78,26.92,25.95,27.4,39.56,32.52,31.66,33.81,5.98,12.26,9.3,4.57
2092,JUL,32.7,32.26,31.31,31.16,39.87,38.91,37.88,37.94,0.57,2.44,2.65,1.24
2092,AUG,33.36,33.17,31.59,29.84,40.32,40.09,37.7,36.54,0.68,0.54,4.61,1.64
2092,SEP,30.12,32.21,28.17,27.27,36.56,38.64,33.69,33.34,3.54,5.34,48.7,16.28
2092,OCT,27.25,26.71,22.39,23.16,33.13,32.74,27.36,28.65,6.33,5.19,35.58,14.65
2092,NOV,22.2,20.24,17.72,17.37,28.25,25.19,22.85,22.9,4.26,38.51,28.92,32.76
2092,DEC,16.15,16.71,14.99,13.1,21.25,22.03,19.69,18.25,40.91,11.47,53.31,21.34
2093,JAN,17.01,13.4,14.36,12.41,22.56,18.37,19.2,18.22,38.26,33.32,66.58,5.11
2093,FEB,17.85,17.86,17.79,15.67,23.84,23.07,23.4,21.44,5.79,39.98,14.27,22.97
2093,MAR,17.37,20.16,19.99,16.7,22.96,26.25,25.97,22.13,32.3,14.95,11.56,31.93
2093,APR,20.18,20.81,19.24,21.22,26.14,26.84,24.59,27.95,12.01,19.78,46,3.81
2093,MAY,27.3,24.69,23.35,21.54,33.85,30.85,29.61,27.25,5.17,7.2,5.92,39.59
2093,JUN,28.65,28.14,26.02,27.2,34.34,34.31,32.31,33.33,24.34,11.23,5.05,27.14
2093,JUL,32.8,34.56,32.62,28.55,39.36,41.52,39.51,34.7,3.17,2.47,0.89,4.06
2093,AUG,34.47,33.51,31.17,30.74,41.41,40.2,37.56,37.27,0.98,2.8,3.74,3.48
2093,SEP,30.86,29.59,28.47,26.21,36.93,35.44,34.63,32.16,6.12,10.79,4.28,13.84
2093,OCT,27.69,26.16,23.57,22.6,33.24,31.66,29.27,28.02,14.91,29.19,18.56,39.2
2093,NOV,21.38,20.48,17.98,17.45,26.9,25.31,23.26,22.84,5.42,29.27,26.33,10.2
2093,DEC,16.9,18.61,13.66,13.21,22.31,24.01,19,18.25,15.49,7.64,18.93,27.24
2094,JAN,14.99,15.65,13.39,15.04,20.23,21.08,19.11,20.01,17.29,36.89,32.43,65.4
2094,FEB,16.29,17.06,14.53,14.89,21.4,22.24,20.64,20.75,38.94,54.43,16.47,17.99
2094,MAR,17.3,22.35,16.1,18.1,22.71,28.36,22,23.01,35.34,34.31,11.67,82.16
2094,APR,22.44,20.4,21.87,16.83,28.85,25.6,28.4,21.92,7.93,47.07,10.45,45.24
2094,MAY,28.16,25.23,22.61,23.44,34.63,31.56,28.43,29.41,11.82,4.33,30.54,11.73
2094,JUN,29.13,27.14,25.6,27.76,35.3,32.73,31.73,34.41,13.84,17.17,4.7,2.01
